id,abv,available,description,glass,ibu,isOrganic,name,originalGravity,srm
2190,5.2,"Available at the same time of year, every year.","Unique, refreshing, and far from ordinary, Tin Man’s Apricot Sour is a blend of traditionally soured ale and apricot juice.  Pouring a straw-pale color, this beer’s aroma has hints of lactic acid bite dominated by the smell of fresh apricot. The tartness from the sour ale is balanced by the distinct taste and sweetness of apricot, creating a flavor reminiscent of sour candy and fresh fruit.  Exceptionally refined and highly drinkable, Apricot Sour is a delicious example of what craft beer can be.",Pilsner,12.0,N,Damascene Apricot Sour,1.03,4
2191,5.0,Available year round as a staple beer.,"A golden coloured Belgian Farmhouse Ale made with 10% locally malted wheat, and liberally hopped with classic European hops. The hazy complexion and spicy nose accompanies the fruity and earthy flavor profile of this delicate ale.",Snifter,25.0,N,Lola’s Saison,1.055,5
2192,5.3,Available year round as a staple beer.,,,23.0,N,Blue-Eyed Blonde,1.045,6
2193,6.1,Limited availability.,"Like your favorite cup of Café Mocha, Moo-HooChiato ""Chocolate Espresso Milk Stout"" puts you in the right state of mind. Take in the aroma of expertly roasted espresso from Jittery Joe’s and let your taste buds melt into the flavor of Olive and Sinclair’s award winning chocolate. Brewed with lactose sugar for a creamy mouth feel and a touch of sweetness, this is a Barista’s wish come true.",Snifter,30.0,N,Moo-HooChiato,1.066,11
2194,5.3,Available year round as a staple beer.,"Lilja’s Heifer Weizen, a farmhouse wheat beer, is brewed as a celebration of our great state of Wisconsin - America’s Dairyland. The Heifer is brewed with 40% malted wheat and 60% Pilsner malt. 19 International Bittering Units (IBUs) of Saaz hops are added at the beginning of the kettle boil. However, the flavor profile of the Heifer isn’t primarily derived from the malted wheat or hops, but from the special strain of yeast employed during fermentation. Fermented at a temperature of 66-68 degrees Fahrenheit, the Belgian Ale yeast produces a dry, multi-dimensional, mildly fruity flavor profile that is as refreshing as it is complex.",,19.0,N,Lilja’s Heifer Weizen,1.047,6
2195,5.7,"Available at the same time of year, every year.","This German Schwarzbier, or black lager, features real vanilla bean.  It's made with all-German Perle hops for a distinctive, chocolate taste. 

Available November - December",,27.0,N,Black Bear Black Lager,1.056,35
2196,5.5,"Available at the same time of year, every year.",,,12.0,N,Mexican Lime Lager,1.036,4
2197,5.8,"Available at the same time of year, every year.","A hardy beer befitting the celebration and the man it commemorates, Red Baron Octoberfest is a dark lager brewed in the traditional Vienna style. Vienna and Munich malts give our Octoberfest a toasty, dry flavor and ruddy brown color that warm the heart when the leaves begin to fall.",,26.5,N,Red Baron Octoberfest,1.046,16
2198,8.5,Limited availability.,,,93.0,N,Rabbit's Reserve #7: Thrice Hopped Imperial IPA,1.075,7
2199,7.5,Available during the winter months.,"Winter Storm may be Hugh’s favorite beer in the Heavy Seas catalogue. Our winter ale draws on hops from the West Coast and the UK for its pronounced bitterness. A mix of pale and darker malts give it its tawny color and its bigger body. True to the style, Winter Storm’s aroma is nutty malts and earthy hops. This is a perfect fall beer, especially because of its warming qualities.",Snifter,50.0,N,Winter Storm,1.046,9
2200,6.0,Limited availability.,A reddish Belgian Ale that is Fiction's dark cousin. Aromatic malts and dark Candi Syrup offer up a complex malty backbone and Rakau hops offer hints of orchard fruits with a touch of pine.,,40.0,N,Asterix,1.044,18
2201,5.7,Available year round as a staple beer.,"A smooth light-bodied everyday pale ale with well balanced hop bitterness. Tribute is full of dank hop flavor and is heavily dry-hopped, giving it an aggressive hoppy grapefruit aroma.",,58.0,N,Tribute,1.044,12
2202,9.5,Available year round as a staple beer.,"Airdale Dark & Stormy, is an American Imperial Stout. This beer starts with a pleasant aroma of coffee and cocoa. A gourmet flavor of bittersweet chocolate surrounds the tastebuds and melds with the full-bodied beer to make this sensation last and last. Not too dry, not too sweet, Dark & Stormy blends the two into a wonderful semi-sweet taste. The high alcohol imparts a comfortable warming feel, but is perfectly balanced with the flavors and aromas. A nice coffee bitterness lingers on the finish, enticing you to take another sip.",Pint,50.0,N,Airdale Dark & Stormy,1.08,Over 40
2203,5.6,Available year round as a staple beer.,"Head First Pale ale is beer for any challenge.

Whether you’re back packing the Appalachian Trail or trying to catch a trophy fish 100 miles out at sea.

Head first is golden tan and has a light crisp sweetness and great body without being too heavy. You won’t get bloated after drinking half a beer. This beer has unique hops, but of course you don’t fear this. Most are late addition hops which gives this beer great hop Aroma’s without the bitterness. Take this beer with you as you seek your next challenge and once you find it, get after it . . . Head First.",Pint,35.0,N,Head First,1.044,9
2204,5.5,Available year round as a staple beer.,"Our most popular beer. This light wheat ale starts out with hints of bright citrus and ends with a creamy vanilla finish. Served tall with a fresh orange slice, Orange Blossom is the perfect relief from the Arizona heat.",,20.0,N,Orange Blossom,1.03,9
2205,5.2,Available year round as a staple beer.,"Loosely based on Vienna style, Wisconsin Amber is a rich, malty lager balanced out with mild hop bittering and enticing hop flavor. Very fulfilling. Very drinkable.",Pint,28.0,N,Wisconsin Amber,1.046,12
2206,6.4,"Available at the same time of year, every year.","Deep golden color. Fresh aroma of lemon, orange peel and various tropical fruits, such as lychees and pineapple. Flavours of malt initially, followed by a subtle hop bitterness that lingers through. Citrusy (lemon and orange peel) and earthy aftertaste.

In order to appreciate the fresh character coming from the use of wet hops, we highly suggest savouring this unique brew on its own.",Pint,32.0,N,3 Fields Harvest Ale,1.048,16
2207,4.6,Available year round as a staple beer.,"Redhook Game Changer Ale is a sessionable ale with rich color to distinguish it as craft, just enough hops to cut the spiciness of wings, and the right amount of malt to cool the burn.",,25.0,N,Game Changer Ale,1.044,14
2208,5.4,"Available at the same time of year, every year.",Top of the mornin’ to ya! This Irish Red is slightly sweet with an almost tea-like hop flavor. It is well rounded and finishes dry. Here just in time for St. Patricks Day…and just as good everyday after!,,21.0,Y,Irish Red,1.04,17
2209,6.0,Available year round as a staple beer.,"Brewed with nothing but the highest quality English ingredients, including floor-malted Maris Otter, Oat Malt, and two types of Chocolate Malt, this Chocolate Oatmeal Porter is sure to please. The end result is a malty, full bodied oatmeal porter.",,25.0,N,Chocolate Oatmeal Porter,1.04,21
2210,6.5,"Available at the same time of year, every year.","Using Nevada grown sage and a variety of spices, this Nevada Saison is a complex. Using butternut squash and sage it is a savory beer best accompanied with the Autumn season.",Snifter,25.0,N,White Downs Saison,1.065,6
2211,6.9,Available year round as a staple beer.,"If You’re Not Living On The Edge, You’re Taking Up Too Much Space

We’ve never been to India and neither has this beer. We believe the American Style has changed what an IPA is. More Hops, more grain, and more flavor. This is an American IPA.

Over the Edge takes a great balance of 5 grains and then ramps it up with West Coast hops that were born in the shadows of the cascades. We use these Hops in 7 different additions to create an adventure from the beginning of the sip all the way to the burp.

This beer has a blood orange color and thick white head. The beer starts with great hop aroma and malty sweetness followed by citrus orange full bodied flavor, finishing with clean piney end and cascade aroma’s. This beer will not only show you what an American IPA is, it will take you Over the Edge!",Pint,65.0,N,Over the Edge,1.06,10
2212,12.7,Available during the fall months.,"Stormwatcher's Winterfest is the perfect brew to savor on a stormy Oregon Coast day. Its deep amber-red color, massive toasted malt, toffee and caramel aroma, and full-bodied malty flavor lead to a smooth, soft and warming finish. The floral aroma and flavor come from Hersbrucker & Goldings hops, while a rich toasted malt sweetness balances a mild, subtle bitterness in the finish. Its big, warming flavor makes it the ideal complement to nasty weather!",Snifter,40.0,N,Stormwatcher's Winterfest,1.085,20
2213,8.5,Available during the fall months.,"It's time to usher in autumn with this robust porter. Using pumpkins grown just a half mile from the brewery, Gourdgeous also features traditional pumpkin pie spices and molasses. Rich with notes of dark chocolate, pumpkin pie, and sweet caramel, it's the perfect pour for when the days get shorter.

The pumpkins used in this brew were grown at Larry Jacinto Farms right down the street from the brewery. We were very excited when Larry told us that he had a great crop of pumpkins growing literally ½ mile from the brewery. We had a fantastic team of volunteers who came to the brewery to help us seed and cut over 1,000 pounds of pumpkins and then we teamed up with Q-Works BBQ Catering who brought in big ovens so we could roast the pumpkins right here on site. This Local Fields beer was a true community effort!",Pint,27.0,N,Local Fields - Gourdgeous,1.045,30
2214,5.5,Available year round as a staple beer.,"An American Pale Ale. For batch number 1500, we decided to brew a big hoppy beer, yet make it quaffable by keeping the alcohol level down. Turns out everyone liked it so much, that it is now brewed year-round. Loads of Simcoe and Amarillo hops are blended in the fermenter just after fermentation has finished to impart a huge aroma of pine and citrus. Available on draft and in 12 oz. bottles.",Pint,48.0,N,Drake’s 1500 Pale Ale,1.048,14
2215,5.0,Available year round as a staple beer.,A mild yet flavorful copper hued ale with toasty malt and subtle citrus hop flavor and aroma. Our American Red Ale is made with American 2 Row malt and U.S. hops.,Pint,23.0,N,Copperhead Red,1.048,12
2216,7.2,Available year round as a staple beer.,"Our India Pale Ale will appeal to the beer enthusiast who desires a bold, deep and bitter ale. With a coppery color indicative of a traditional IPA, Upslope India Pale Ale has a complex malty character and is more well-balanced than most IPAs, but still offers that bitterness that IPA lovers seek.  Complex malty character meets the bitter side.",Pint,65.0,N,India Pale Ale,1.06,9
2217,5.0,Limited availability.,,Pint,11.0,N,Pete’s Greens Barn Raising Brown Ale,1.04,15
2218,4.5,Limited availability.,"You know those epic days that start with an idea, turn into a dare and end with a great story to tell? This is the beer for those days. Crisp and refreshing like any respectable session ale, but a bit more hop-forward and flavorful than some. Perfect for going with the flow.",Pint,31.0,N,Loose Leaf,1.034,2
2219,11.0,"Available at the same time of year, every year.","Imperial StoutBest enjoyed by a crackling fire, this decadent, pitch-black stout swirls with cheerful winter flavors. The tan head wafts of vanilla, bourbon, molasses and espresso notes, finishing in a crescendo of chewy anise. Part of the ""From the Wood"" series. - See more at: http://www.marblebrewery.com/beer/imperial-stout/#sthash.7pasRFAM.dpuf",,80.0,Y,Imperial Stout,1.08,40
2220,8.5,Available year round as a staple beer.,,Pint,130.0,N,Crows Provender,1.06,11
2221,6.6,Beer is not available.,"After some heavy experimenting with this beer, we’re finally ready to share it with the world. We combined elements from a Northwest IPA and a European Amber Lager to get a smooth, rich, hoppy brew, spicy and citrusy from a generous dry-hopping of Amarillo and Sterling hops.",Pint,70.0,N,India Pale Lager,1.044,5
2222,7.6,Limited availability.,"As the seasons change in Bavaria, a similar transition takes place in the bold Bocks of its celebrated beer gardens. While the winter chill gives way to spring, so too does the hearty bockbier, shedding some of its dark malt layers to reveal the pale Maibock. It retains all the heft of its wintery predecessor, yet offers a refreshing hoppy reminder of the summer to come.",,35.0,N,Brewers' Cut No. 8,1.066,5
2223,8.0,Limited availability.,"This hoppy IPA is brewed with a custom blend of hops created just for Ales for ALS, including Equinox, Mosaic, and five unnamed experimental varieties. $1 per pint donated to Ales for ALS benefiting research into ALS, also known as Lou Gehrig’s Disease.",,100.0,N,Red Racer (Ales for ALS 2015),1.06,10
2224,5.2,Available year round as a staple beer.,"Our American-style pale ale is a tribute to the origins of craft-brewed beer. A dynamic duo of Cascade and Centennial hops combine for a refreshingly bitter ale, varied with the subtle maltiness that gives way to a clean, brisk finish.",,38.0,N,Pale Ale,1.044,11
2225,6.0,"Available at the same time of year, every year.","Introducing our newest IPA!  Runaway IPA, formerly known as IPA Project Series: Batch #3!  We did 3 variations of this recipe, naming each batch #1, #2 & #3.  Each batch having fans alike but there was a clear winner.  Our third & final brew.  You can’t deny it’s piney & earthy flavor with a clean crisp & bitter finish.

Hops: Azacca, El Dorado, Amarillo",,80.0,N,Runaway IPA,1.06,13
2226,5.1,Limited availability.,You’ll swear that this sweetheart of beer is straight from across the big pond. Roll out the barrel and have a barrel of fun! Hefeweizen fans you NEED to see how good the dark side can be! The banana esters with a slight suggestion of cloves will delight your senses. Dark and bisque malt will make this a tasting and sensory experience not to forget!,,14.0,N,Bombshell Dunkelweizen,1.048,17
2227,4.9,Available year round as a staple beer.,"Golden in color, crisp, easy drinking beer for all occasions. Emphasis on malt flavors with a touch of hop to finish.",Mug,20.0,N,Golden Helles,1.044,4
2228,5.5,Available year round as a staple beer.,"With a slight, crisp bitterness upgrade your taste from straw to gold.",Pint,30.0,N,YOLO!,1.05,5
2229,5.5,Available year round as a staple beer.,"Our classic German lager has a perfect balance of caramel malt sweetness. Look for a rich, amber color and medium body.",Pint,22.0,N,Saranac Adirondack Lager,1.053,22
2230,5.0,Available during the summer months.,"Our version of the traditional German Kölsch-style ale.  This beer, which is light and refreshing, appears to resemble a lager rather than an ale.  The Kölsch style is a testimony to the broad spectrum of characteristics an ale can produce, as well as the brewer’s art.  The body is soft and delicate with a dry, crisp finish.",Pint,28.0,N,Harpoon Summer Beer,1.042,6
2231,6.7,Available year round as a staple beer.,"Fish Tale Organic India Pale Ale is a medium-bodied beer with a rich golden color. The organic pale and crystal malts lay down a firm malt body. This provides the backbone for an assertive hop profile featuring organic Pacific Gem. The moment the Mighty Fish Brewers sampled this pungent and resinous New Zealand hop, they knew it would be perfect for their Organic I.P.A. The result: A Cascadian treasure.",Pint,53.0,N,Organic India Pale Ale,1.06,12
2232,6.3,Limited availability.,"Introducing Cold Hop British-style ale, a unique ale with a rich golden hue, and the 7th release in our Looking Glass Series of specialty beers. Cold Hop's pleasantly fruity, floral hop aroma and earthy flavor perfectly balance the mild sweetness of the English grains, resulting in a refreshing yet high-gravity British-Style ale.

Malts: Maris Otter Pale Malt. Honey Malt, 10-15 Crystal Malt.
Hops: Willamette, Czech Saaz, Hallertau, Herciules, Nelson Sauvin (New Zealand)",Pint,46.0,N,Cold Hop,1.05,9
2233,4.8,Available year round as a staple beer.,"Malt sweetness, fruitiness, cedar, resin and bitter, dry finish with the tartness of citrus fruit, slight candy and marmalade/orange

The beer name Laplander comes from when someone is standing in a crowded passenger train and for one reason or another falls and lands on the lap of another passenger.",,20.0,N,Laplander Blonde,1.045,4
2234,7.4,Available during the summer months.,Light Wheat Flavor with a touch of chamomile and orange blossom.  Great Lawn mower Beer,,10.0,N,Wild Flower Honey Wheat,1.05,4
2235,5.5,"Available at the same time of year, every year.","You want a “bready, biscuity” beer? We’ve got it! With almost 60% imported German Munich malt in the grist, traditional Bavarian flavors and abound. Our non-traditional ale fermentation (at a lower than normal temp of 62°F) provides a hint of fruitiness, lending a complexity not normally found in Festbiers.",,15.0,N,Oktoberfest,1.048,3
2236,5.5,Limited availability.,"A Saison Ale made with spelt malt, from brewer Shane Welch. No frills, just a simple and refreshing beer, with a unique and spicy finish. Made with Amarillo hops and dry hopped.",,38.0,N,True & Gritty,1.055,5
2237,8.3,Limited availability.,"Our 13th Anniversary Beer in was a Staff Favorite, So We Make it Each Year. BIG on the Amarillo Hops and Rich Dark Malts for a Round and Huge, Smoky Flavor.",Pint,76.92,N,Lucky 13,1.048,18
2238,6.5,Available year round as a staple beer.,"HopFest is a delicious and balanced blend of 10 different hops from the major growing regions in the United States, United Kingdom and Germany. Our year-round IPA, HopFest is big on the nose and citrusy, almost lemony on the palate with a smooth finish. Every year in the Fall, Grapevine hosts one of the largest wine festivals in Texas called GrapeFest. Wine is fine. But this is a beer town....introducing, HopFest!",Pint,70.0,N,HopFest United IPA,1.059,8
2239,5.6,"Available at the same time of year, every year.","William Bradford was not only the leader of the Pilgrims and the father of Thanksgiving; he was also a beer lover. So much so that it was all he and the Pilgrims drank. It is with him in mind that we crafted the Bradford Ale. Bradford Ale is not your typical autumn brew. Fermented with organic pumpkin, assorted spices and bourbon infused cinnamon sticks it is a full bodied amber-brown ale that will make you want to take a hayride and roll in the fall leaves while being engulfed in the smell of burning oak in distant fireplaces. From the first smell to the last sip, this ale should be included in you fall survival plans.",,41.0,Y,A Pilgrim's Brew,1.03,46
2240,6.66,Limited availability.,"Starting its life as Sweet Devil Stout, then infused with fresh ground Italian espresso beans.  The coffee hits you right away, and is a dominate characteristic of this beer.  If you're feeling a bit sleepy or just want to start the day off right, Grab an Espresso Stout and get moving!",Pint,19.0,N,Espresso Stout,1.066,Over 40
2241,5.5,Available year round as a staple beer.,A light copper-colored ale that harmoniously balances malt and hops in a graceful blend of sweetness and bitterness.,,28.0,N,Judy's,1.048,13
2242,8.5,Limited availability.,"This is an amped up version of our flagship IPA, Barley's Centennial IPA, brewed to commemorate the 200th anniversary of Columbus, Ohio. Full hop-on flavor with malt backbone and warming alcohol.",,104.5,N,Bicentennial IIPA,1.082,11
2243,4.6,Available year round as a staple beer.,"Crisp, Tangy, and Refreshing. The citrus aroma, light airy mouthfeel, and tangy finish are this unfiltered beer’s trademarks. This is accomplished by adding whole locally grown oranges throughout the brewing process, which perfectly coalesce with the wheat and barley base.

Our oranges are purchased through the Old Grove Orange company (affiliate of the non-profit Inland Orange Conservancy) whose main objectives are to save the local orange trees from disappearing, spread the word about the local citrus growing heritage, and to feed the hungry with the unutilized oranges. Please visit them at www.inlandorange.org. All we need to do to save the orange trees is to eat or drink locally grown oranges!",Weizen,17.0,N,Orange Wheat,1.036,8
2244,6.0,"Available at the same time of year, every year.","Our brewers roasted 160 pounds of North Carolina’s first pumpkin harvest to celebrate the glorious taste of fall. Premium biscuit and crystal malts provide a base of toasted bread and caramel with additions of vanilla bean, whole clove, cinnamon and mace that combine to create seasonal brew unlike any other.",,32.0,N,Roasted Pumpkin Ale,1.03,47
2245,7.4,Available year round as a staple beer.,"This is our American IPA. A delicious, light amber color with aromas of pineapple and melon start this beer off. Medium-bodied with a malty balance, lending to the moderate bitterness of CTZ, Bravo, and Zeus hops.",,65.0,N,Ten Pound Test,1.06,6
2246,11.4,Available during the winter months.,"Stock ales are brewed at a higher gravity to hold up to extended aging. British hops take a back seat in this ale and provide subtle hop notes and just enough bitterness to support a malt showcase. While fresh, the beer presents with balancing bitterness, but is still dominated by the malt character. Over time, the bitterness subsides and new flavors are created during the aging process.",,43.0,N,“The Great Impression” Stock Ale,1.03,69
2247,9.5,"Available at the same time of year, every year.",The abbey-dwelling monks of Belgium were traditionally allowed one Tripel Ale a day to give them sustenance during their 40-day fasts. Pfriem Belgian Tripel is brewed with another purpose in mind. Its aromas of floral grass and hints of pear and apricot flavor are perfectly balanced with the spiciness of noble hops to leave the palate with a zesty earthiness intended not to sustain its drinkers but instead leave them completely satiated.,Tulip,38.0,N,Tripel,1.078,6
2248,5.0,Available during the summer months.,"Didrik Crappe was a Copenhagen lad who set sail to Tranquebar in the early 19th Century to establish a herring meal factory in this exotic Danish colony. He suffered terribly from indigestion because of his mother’s home cooking, esp. her extremely spicy chicken curries that he was forced to eat several times a week. Some historians maintain that the whole business of founding a herring meal factory was just an excuse to get away from his mother’s pots and pans. There is a legend saying that Didrik posted himself in the bow of the clipper carrying him away from his beloved hometown, and exclaimed ""No more rice and curry for this fair Dane!"" But the story has a happy end. Thanks to the fine lager brewed locally in Tranquebar, Didrik’s indigestion was cured, and in fact he soon established his own brewery out there, creating a beer so tasty that rumors of it flew all the way back to Denmark. Perhaps the herring meal was the secret ingredient that distinguished Didrik’s brew from all others. Anyhow, soon clippers carrying nothing but barrels of his product were leaving Tranquebar for Copenhagen every day of the week. Thus the Indian Pale Lager was born. 

A crisp and dry Pale Lager with a base of only pilsener malts. Hopped – and dry-hopped – with Amarillo, Cascade and Citra. No rice or curry was added.",Pilsner,13.0,N,No Rice & Curry,1.044,5
2249,5.5,Limited availability.,"Home Brewer friend Bob Brandt’s recipe. A light and spicy Rye ale that has been “Dry Nibbed” with South American Cocoa nibs, and infused with fresh roasted McArther’s Bakery coffee",Pint,38.0,N,Ryenot Chocolate & Coffee,1.052,4
2250,5.5,Available year round as a staple beer.,"Time to hit the lake!  We have launched this lip-smacking, wave crashing American Pale Ale with a fresh hop aroma, light bitterness and a beautiful golden hue that is sure to keep your boat afloat.",Pint,37.0,N,Pontoon Pale Ale,1.044,6
2251,6.2,"Available at the same time of year, every year.","Evo. IPA is made for hop heads, those that smell hops and start to shake, jitter, or obsess over the taste this fine plant imparts on beer. So in that sense, this beer is made for the adventurer, the one not afraid of the nuances of life, the complexity of life and the unknown turn in the road ahead. Cheers to the journey ahead.",Pint,70.0,N,Evolutionary IPA,1.06,9
2252,6.5,Available year round as a staple beer.,"Electron IPA screams Pacific Northwest from the first taste.  A crisp, dry, and bright backbone of malt balances nicely against loads of kettle and dry hops.  Citrus and dank aromas set the stage for a wonderfully hoppy brew with just the right amount of bitterness",Pint,65.0,N,Electron IPA,1.06,14
2253,6.0,"Available at the same time of year, every year.","Looking for something robust? Look no further. A touch of Rauch malt gives this porter a distinctive smoke flavor. Think smoked ribs, campfires, and cool spring nights.",,30.0,Y,T.N.G. (The Next Generation) Porter,1.04,24
2254,5.0,"Available at the same time of year, every year.","Golden barley ale fermented with wiessen yeast. Sweet, light bodied with low bitterness.",,14.0,N,Shine,1.028,6
2255,6.8,Limited availability.,This unique artisan creation contains a baker's dozen ingredients to match Voodoo's Lemon Chiffon Crueller doughnut.,,20.0,N,Voodoo Doughnut - Lemon Chiffon Crueller Ale,1.065,53
2256,6.2,Available during the winter months.,"This big, malty ale is dark, sweet and roasty with enough strength to make it a winter warmer.",Pint,15.0,N,Scotch Ale,1.06,27
2257,7.5,Beer is not available.,"February comes from the Latin term februum, or purification—so we’ve created a purely delicious IPA for this month. Herbal notes come up front from Glacier hops in the boil, while Amarillo hops lend bright citrus flavor. Chinook dry hopping adds pine and grapefruit at the finish. Result: a beer long on taste for the shortest month.",Pint,60.0,N,"February IPA of the Month - ""Rosie the Riveting""",1.06,5
2258,5.5,Available year round as a staple beer.,"A robust traditional English ale with a fine roasty-toasty flavor, handcrafted from select roasted barleys that impart its red-brown hue.",Pint,26.0,N,Sand Creek English Style Special Ale,1.056,14
2259,4.5,Available year round as a staple beer.,"Brewed in the style of a cream ale; Gunfighter is light bodied, slightly sweet and lightly hopped with a rich golden color. A perfect choice for the novice ale drinker or just  to quench your thirst on a summer day. Although this is our lightest beer, don't be fooled by its golden appearance and light body—the beer gods approve.",Pint,16.0,N,Gunslinger Golden Ale,1.045,7
2260,4.6,Available year round as a staple beer.,"If you’re looking for your gateway into craft beer, this is the
beer for you. This is our lightest offering & if you’ve enjoyed
the macro lagers over the years we implore you to give this light
craft beer a try. This beer pairs well with our Colossus Salad or
any of our hand crafted pizzas.",,15.0,N,Two Rivers Light,1.036,4
2261,5.0,Available year round as a staple beer.,"Copper to almost Ruby in coloring, this medium-bodied Amber ale is as assertive as it is sweet. Both the aroma and flavor have a strong hop presence, balanced nicely by the caramel, nutty flavor from the malt. With its crisp, dry start, the light, caramel sweetness to the finish is a nice surprise, and make it a perfect session beer. 
 
Medals: SILVER - World Beer Championships, 2009, 2011",Pint,40.0,N,Annie's Amber Ale,1.048,14
2262,6.7,Available year round as a staple beer.,"Multiple hops collide in balanced perfection, dominating the senses, achieving total satisfaction. From the Pacific Northwest, birthplace of the modern IPA, comes a beer whose name says it all.

Total Domination has a citrusy, floral hop aroma, and big hop flavor balanced with a richness imparted by Carahell and Munich malts. This beer is a big flavorful Northwest IPA that maintains its drinkability, and as such has garnered great admiration from the novice craft drinker and the seasoned hop head alike.",Pint,65.0,N,Total Domination,1.067,13
2263,10.0,Limited availability.,"Our American-Stly Barley Wine clocks in at over 90 IBU's derived from Bravo and Cascade hops. Moderately sweet, the malt balances with the hops and hides the 10% ABV well.",,93.0,N,Mighty Flying Pterodactyl,1.09,19
2264,5.7,Available year round as a staple beer.,"This beer, named for the legendary Cherokee Indian Chief, includes lemongrass, lime leaf tea, and the exotic hop trio of Mosaic, Apollo and Calypso. The beer has a decidedly citrusy, grapefruit-like flavor.",,60.0,N,Chief Whitepath,1.03,1
2265,7.0,Limited availability.,"A collaboration between several members of our serving staff – Courtney, Jeanine, Michelle, and Amanda - this beer was brewed with the Holiday Spirit in mind (with a little extra!).  Based on the great Golden Ales of Belgium, this pale but complex elixir was made with Pilsner Malt and a good portion of Pear Juice to add a crisp fruity wine-like finish.  But the real twinkle in Brewdolf’s nose is contributed by a special blend of spices – Cardamom, Cinnamon, Bourbon Vanilla Bean, Cumin, and dried Habanero, which really puts Brewdolf in a holiday mood with an extra spicy kick.  Bold notes of yeast derived fruit and Pear upfront with which gives way to spicy complexity with intense heat that hits you in the back of the throat, perfect for warming the belly on a cold December night.  This is a great versatile beer for pairing with a variety of items from our menu. Every glass will come garnished with a glowing red Cherry to symbolize the nose of the little Reindeer that could.

Brewdolph will be tapped on Friday, 12/29/13 and will be around until its not.

Due to limited availability, our Brewpub Exclusive beers are not available for growler fills.",,13.0,N,Brewdolf,1.045,6
2266,6.5,Available year round as a staple beer.,Our IPA utilizes 3 varieties of hops throughout the 90 minute boil and 5 in the fermenter to dry hop. Even at 95 IBU’s the hops flavor is well-balanced from nose to finish.,Pint,95.0,N,India Pale Ale,1.06,13
2267,5.2,"Available at the same time of year, every year.",Same refreshing German Style Hefe we've made for 7 springs now. More on it's yummy factor later.,Weizen,25.0,N,High Plains Hefeweizen,1.047,3
2268,7.6,Available year round as a staple beer.,"A big, mouth-watering IPA, brimming with all the flavors and aromas of the new breed of hops coming from Australia and the Pacific Northwest. 

Limbo IPA is the first year-round Long Trail offering to be born out of our new Farmhouse Pilot Brewery. We had such great success with the IPAs coming out of our Pilot facility (in both our ""Farmhouse Ales"" - brewery only - and ""Brown Bag"" - regionally distributed, draught-only) that we decided to release Limbo IPA, in package and draught, year-round.

When we launched Brown Bag in 2012, a web page dedicated to customer feedback was put online. After experiencing the first IPA in the series, one customer's email remarked, ""You'd better not leave me sitting here in Limbo until you decide to brew some of your new IPA's year-round."" And so became Limbo.

At 80 IBU's, we knew this Australian & West Coast hopped IPA warranted packaging that was equally as bold, so we broke the Long Trail mold and went to some unchartered territory. The package graphics and tap handles are like nothing we have ever done before and are sure to turn some heads. Limbo six packs will have a special die-cut design to showcase the artwork. The bottle will feature unique crowns with artwork on both sides. This style of IPA is something we have heard our customers screaming for and our Brewers have hit this recipe out of the park.",,80.0,N,Limbo IPA,1.06,6
2269,12.5,Limited availability.,"Named after the Commander grain elevator in downtown Stillwater, our English-Style Barleywine is aged in bourbon barrels and features heavy amounts of malts and subtle, sweet Cardamom. Bourbon, oak, vanilla, citrus and a sweet spiciness provide flavor notes to the 12.5% warming alcohol. Enjoy the day after Thanksgiving, at family gatherings, or anytime you’re looking to make a great first impression. Enjoy with a fine cigar or with turkey, stuffing, nuts, dried fruits and aged cheese. Ranked in the Top 15 English Barleywines in the world on Beer Advocate.",Tulip,75.0,Y,Commander,1.09,13
2270,7.1,Limited availability.,,Snifter,48.0,N,What the Helles in my Snifter,1.075,9
2271,8.5,Limited availability.,"Originally brewed to celebrate Inauguration Day, January 20, 2009, we elected to give Ale to the Chief a second term to commemorate the 2012 election!

Not an “Imperial” pale ale, this is a democracy. It’s Presidential! Take the all-American pale ale, a bipartisan blend of malt and hops, increase both to Avery Brewing standards, and then, of course, dry hop the result with that most quintessential of American hops, Cascades, and you get this…a brew worthy of the Oval Office!

“We the Brewers of Avery Brewing Company, in order to form a more perfect ale, require leadership that can liberate us from our quagmires in foreign lands; embrace environmentally sound energy alternatives to imported oil; heal our ailing health care system; free us from tyrannical debt and resurrect the collapsing dollar. We hereby pledge to provide him or her with an ample amount of our Presidential Pale Ale to support in the struggle for the aforementioned goals! Hail to the Chief!”",Pint,65.0,N,Ale To The Chief,1.076,8
2272,4.2,Available year round as a staple beer.,,Pint,22.0,N,Pilot Rock Passion Fruit,1.048,10
2273,5.7,Available year round as a staple beer.,"Laughing Skull is our southern style amber ale. Smoothed flavored and easy drinking, it develops a loyal following wherever it’s served. This beer pours a brilliant amber color, with an off white head. The late addition of Willamette hops provides an earthy and mild bitterness which balances the bready, malt character. The refreshingly crisp, clean and dry finish makes this a highly sessionable beer.",Pint,25.0,N,Laughing Skull Amber Ale,1.048,12
2274,7.2,Available year round as a staple beer.,"Our tribute to the original buildings of Raleigh’s own Shaw University, built with red clay bricks that students made by hand. Our handcrafted House of Clay IPA is robust as they come. Four different hops are front and center with the rye bringing it all home in a clean, slightly spicy finish. Dry hopped for 5 days for a nice hoppy nose. 7.5% ABV.",Pint,68.0,N,House of Clay Rye IPA,1.06,6
