time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-05T08:28:34.440Z,19.4190006,-155.2734985,2.06,1.73,ml,16,82,0.006905,0.16,hv,hv70234342,2018-06-05T08:34:17.650Z,"3km WSW of Volcano, Hawaii",earthquake,0.41,0.34,0.23,9,automatic,hv,hv
2018-06-05T08:27:12.870Z,19.4198341,-155.2596741,1.29,2.21,ml,13,135,0.003403,0.2,hv,hv70234337,2018-06-05T08:32:52.520Z,"2km WSW of Volcano, Hawaii",earthquake,0.64,0.41,0.75,4,automatic,hv,hv
2018-06-05T08:20:31.630Z,19.3978329,-155.2765045,1.07,2.39,ml,23,67,0.003648,0.11,hv,hv70234327,2018-06-05T08:26:12.460Z,"5km SW of Volcano, Hawaii",earthquake,0.22,0.15,0.23,12,automatic,hv,hv
2018-06-05T08:18:38.770Z,19.4343338,-155.2851715,0.94,2.12,ml,11,77,0.01192,0.14,hv,hv70234322,2018-06-05T08:24:23.640Z,"4km W of Volcano, Hawaii",earthquake,0.38,0.42,0.24,6,automatic,hv,hv
2018-06-05T08:18:15.230Z,17.9823,-67.2935,7,2.56,md,7,312,0.1855,0.28,pr,pr2018156002,2018-06-05T11:49:10.149Z,"11km W of Pole Ojea, Puerto Rico",earthquake,3.54,4.87,0.18,6,reviewed,pr,pr
2018-06-05T08:16:57.520Z,31.8805008,-116.3501663,15.64,3.58,mw,44,133,0.2677,0.23,ci,ci37957087,2018-06-05T13:59:29.573Z,"26km E of Ensenada, B.C., MX",earthquake,0.39,1.24,,4,reviewed,ci,ci
2018-06-05T08:14:44.430Z,19.4034996,-155.2875061,1.41,3.63,ml,29,56,0.01659,0.33,hv,hv70234312,2018-06-05T10:29:21.882Z,"6km WSW of Volcano, Hawaii",earthquake,0.54,0.81,3.65,32,automatic,hv,hv
2018-06-05T08:14:42.220Z,19.4081669,-155.286499,0.66,3.71,ml,58,24,0.009714,0.27,hv,hv70234317,2018-06-05T10:29:16.873Z,"5km WSW of Volcano, Hawaii",earthquake,0.27,0.14,3.85,34,automatic,hv,hv
2018-06-05T08:09:51.220Z,19.3692,-155.2485,1.65,3,ml,,52,0.008,0.69,us,us1000eiut,2018-06-05T08:47:55.040Z,"6km S of Volcano, Hawaii",earthquake,1.2,5,0.058,39,reviewed,us,us
2018-06-05T08:04:20.880Z,19.4174995,-155.2773285,1.12,3.44,ml,51,31,0.00639,0.3,hv,hv70234297,2018-06-05T09:04:35.477Z,"4km WSW of Volcano, Hawaii",earthquake,0.31,0.22,3.25,30,automatic,hv,hv
2018-06-05T08:03:11.500Z,19.3953342,-155.2781677,0.97,2.18,ml,18,64,0.004271,0.22,hv,hv70234287,2018-06-05T08:08:55.060Z,"5km SW of Volcano, Hawaii",earthquake,0.31,0.35,0.25,4,automatic,hv,hv
2018-06-05T07:59:02.880Z,37.6118333,-118.8405,2.92,0.46,md,13,141,0.01866,0.04,nc,nc73025751,2018-06-05T16:05:01.878Z,"12km ESE of Mammoth Lakes, CA",earthquake,0.26,0.42,0.181,10,reviewed,nc,nc
2018-06-05T07:58:55.680Z,19.4113331,-155.2785034,1.11,2.12,ml,27,54,0.008216,0.19,hv,hv70234277,2018-06-05T16:01:51.131Z,"4km WSW of Volcano, Hawaii",earthquake,0.38,0.18,0.3,12,automatic,hv,hv
2018-06-05T07:58:17.465Z,60.0857,-141.7272,6.3,1.5,ml,,,,0.84,ak,ak19710403,2018-06-05T08:04:25.630Z,"39km E of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-06-05T07:58:09.590Z,19.317667,-155.2960052,5.97,2.84,ml,7,297,0.0618,0.14,hv,hv70234272,2018-06-05T08:03:56.730Z,"13km SSW of Volcano, Hawaii",earthquake,1.93,3.97,0.36,7,automatic,hv,hv
2018-06-05T07:56:27.990Z,19.4138336,-155.2774963,1.12,1.79,ml,11,131,0.007302,0.11,hv,hv70234262,2018-06-05T08:02:20.800Z,"4km WSW of Volcano, Hawaii",earthquake,0.42,0.31,0.16,7,automatic,hv,hv
2018-06-05T07:56:15.180Z,33.5075,-116.8073333,3.8,0.22,ml,15,85,0.0822,0.14,ci,ci37957079,2018-06-05T07:59:51.408Z,"9km NE of Aguanga, CA",earthquake,0.3,0.96,0.127,7,automatic,ci,ci
2018-06-05T07:55:43.610Z,19.3961658,-155.2818298,2.38,1.99,ml,12,77,0.007769,0.19,hv,hv70234257,2018-06-05T08:01:36.600Z,"6km SW of Volcano, Hawaii",earthquake,0.48,0.67,0.11,7,automatic,hv,hv
2018-06-05T07:55:16.670Z,19.4011669,-155.2825012,1.35,1.86,ml,12,116,0.01016,0.14,hv,hv70234252,2018-06-05T08:01:10.910Z,"5km SW of Volcano, Hawaii",earthquake,0.43,0.23,0.11,7,automatic,hv,hv
2018-06-05T07:52:54.007Z,36.4925,-116.9922,7.7,-0.1,ml,6,262.34,0.233,0.1897,nn,nn00638284,2018-06-05T17:46:43.030Z,"50km SSW of Beatty, Nevada",earthquake,,4.3,0.26,3,reviewed,nn,nn
2018-06-05T07:50:22.660Z,19.4004993,-155.2711639,0.94,2.42,ml,29,50,0.005339,0.18,hv,hv70234242,2018-06-05T07:56:02.940Z,"4km SW of Volcano, Hawaii",earthquake,0.28,0.22,0.35,14,automatic,hv,hv
2018-06-05T07:47:57.080Z,19.3918343,-155.254837,-0.57,2.18,ml,14,125,0.007118,0.22,hv,hv70234237,2018-06-05T07:53:48.720Z,"4km SSW of Volcano, Hawaii",earthquake,0.23,0.34,0.34,10,automatic,hv,hv
2018-06-05T07:47:56.220Z,19.3889999,-155.2593384,1.51,2.3,ml,16,110,0.008336,0.1,hv,hv70234232,2018-06-05T07:53:40.660Z,"5km SSW of Volcano, Hawaii",earthquake,0.33,0.24,0.35,10,automatic,hv,hv
2018-06-05T07:47:28.410Z,19.420166,-155.2776642,0.89,2.02,ml,7,134,0.004571,0.1,hv,hv70234227,2018-06-05T07:53:09.050Z,"4km WSW of Volcano, Hawaii",earthquake,0.56,0.56,0.27,11,automatic,hv,hv
2018-06-05T07:44:45.900Z,43.08,-126.2053,10,3.2,ml,,248,1.666,0.79,us,us1000eiud,2018-06-05T08:55:05.040Z,"144km WNW of Port Orford, Oregon",earthquake,4.2,2,0.042,76,reviewed,us,us
2018-06-05T07:43:36.240Z,19.4151669,-155.2601624,0.82,2.7,ml,36,63,0.003076,0.16,hv,hv70234222,2018-06-05T07:49:16.340Z,"2km SW of Volcano, Hawaii",earthquake,0.24,0.12,1.96,25,automatic,hv,hv
2018-06-05T07:43:05.730Z,19.4083328,-155.2779999,0.35,2.75,ml,7,132,0.01092,0.12,hv,hv70234217,2018-06-05T07:48:47.460Z,"4km WSW of Volcano, Hawaii",earthquake,0.38,0.8,2,23,automatic,hv,hv
2018-06-05T07:40:20.030Z,33.9651667,-116.8581667,17.68,0.76,ml,22,84,0.08139,0.14,ci,ci37957071,2018-06-05T12:41:06.864Z,"5km NNE of Banning, CA",earthquake,0.29,0.61,0.131,23,reviewed,ci,ci
2018-06-05T07:39:44.160Z,19.4029999,-155.2655029,0.14,2.4,ml,19,67,0.004759,0.24,hv,hv70234212,2018-06-05T07:45:26.300Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.21,0.36,10,automatic,hv,hv
2018-06-05T07:38:24.990Z,19.4179993,-155.2728271,-0.32,2.18,ml,14,92,0.01434,0.34,hv,hv70234207,2018-06-05T07:44:14.420Z,"3km WSW of Volcano, Hawaii",earthquake,0.86,1.2,0.29,9,automatic,hv,hv
2018-06-05T07:38:24.380Z,19.4060001,-155.2531738,1.96,2.4,ml,24,97,0.008758,0.23,hv,hv70234202,2018-06-05T07:44:04.950Z,"3km SSW of Volcano, Hawaii",earthquake,0.4,0.36,0.27,10,automatic,hv,hv
2018-06-05T07:35:11.560Z,36.4296667,-89.5271667,8.69,1.66,md,16,125,0.05231,0.05,nm,nm60231181,2018-06-05T14:22:04.200Z,"7km NW of Tiptonville, Tennessee",earthquake,0.37,0.83,0.016,10,reviewed,nm,nm
2018-06-05T07:34:22.752Z,61.4265,-152.3097,3,0.9,ml,,,,0.23,ak,ak19710399,2018-06-05T07:41:59.574Z,"98km NNW of Nikiski, Alaska",earthquake,,1,,,automatic,ak,ak
2018-06-05T07:32:30.090Z,19.4151669,-155.2855072,1.28,1.89,ml,9,231,0.002816,0.14,hv,hv70234182,2018-06-05T07:38:11.650Z,"5km WSW of Volcano, Hawaii",earthquake,0.59,0.23,0.25,4,automatic,hv,hv
2018-06-05T07:32:03.630Z,19.4050007,-155.2649994,0.7,2.22,ml,12,84,0.006794,0.16,hv,hv70234177,2018-06-05T07:37:45.220Z,"4km SW of Volcano, Hawaii",earthquake,0.27,0.33,0.19,9,automatic,hv,hv
2018-06-05T07:31:59.860Z,37.6110001,-118.8336639,3.09,1.43,md,13,158,0.01925,0.03,nc,nc73025741,2018-06-05T08:10:01.814Z,"13km ESE of Mammoth Lakes, CA",earthquake,0.53,0.75,0.16,12,automatic,nc,nc
2018-06-05T07:28:47.860Z,19.3893337,-155.280838,1.25,2.14,ml,14,143,0.009064,0.23,hv,hv70234167,2018-06-05T07:34:28.480Z,"6km SW of Volcano, Hawaii",earthquake,0.48,0.3,0.3,7,automatic,hv,hv
2018-06-05T07:28:03.200Z,19.4115009,-155.2870026,-1.12,1.78,ml,7,250,0.006714,0.16,hv,hv70234162,2018-06-05T07:33:45.490Z,"5km WSW of Volcano, Hawaii",earthquake,0.4,0.63,0.31,7,automatic,hv,hv
2018-06-05T07:23:50.410Z,19.4051666,-155.2636719,0.61,2.43,ml,23,39,0.00724,0.26,hv,hv70234157,2018-06-05T07:29:34.000Z,"3km SW of Volcano, Hawaii",earthquake,0.32,0.25,0.41,14,automatic,hv,hv
2018-06-05T07:23:04.880Z,19.4191666,-155.2756653,1.74,1.7,md,11,74,0.005851,0.08,hv,hv70234152,2018-06-05T07:26:05.140Z,"4km WSW of Volcano, Hawaii",earthquake,0.32,0.47,0.19,8,automatic,hv,hv
2018-06-05T07:21:29.300Z,19.4168339,-155.2708282,0.66,1.7,md,16,55,0.01014,0.13,hv,hv70234147,2018-06-05T07:24:39.490Z,"3km WSW of Volcano, Hawaii",earthquake,0.25,0.19,0.29,12,automatic,hv,hv
2018-06-05T07:18:31.850Z,38.828167,-122.8096695,0.82,1.63,md,27,50,0.01823,0.04,nc,nc73025726,2018-06-05T08:45:00.992Z,"7km NW of The Geysers, CA",earthquake,0.18,0.35,0.15,7,automatic,nc,nc
2018-06-05T07:16:01.650Z,19.4181671,-155.2646637,1.29,2.11,ml,13,98,0.005985,0.22,hv,hv70234132,2018-06-05T07:21:45.280Z,"3km WSW of Volcano, Hawaii",earthquake,0.4,0.31,0.28,8,automatic,hv,hv
2018-06-05T07:15:35.740Z,38.8288345,-122.8088303,0.81,1.89,md,30,42,0.005518,0.04,nc,nc73025721,2018-06-05T10:21:03.001Z,"7km NW of The Geysers, CA",earthquake,0.16,0.28,0.11,9,automatic,nc,nc
2018-06-05T07:15:35.520Z,19.4190006,-155.2708282,1.28,2.11,ml,14,66,0.008566,0.13,hv,hv70234127,2018-06-05T07:21:20.040Z,"3km WSW of Volcano, Hawaii",earthquake,0.37,0.28,0.3,8,automatic,hv,hv
2018-06-05T07:13:28.590Z,19.4221668,-155.2706604,1.06,2.32,ml,25,54,0.005636,0.11,hv,hv70234122,2018-06-05T07:19:07.900Z,"3km WSW of Volcano, Hawaii",earthquake,0.24,0.17,0.28,11,automatic,hv,hv
2018-06-05T07:08:34.980Z,33.7063333,-116.7603333,14.46,1.41,ml,48,34,0.03878,0.18,ci,ci37957063,2018-06-05T12:42:25.150Z,"5km SW of Idyllwild, CA",earthquake,0.22,0.33,0.207,26,reviewed,ci,ci
2018-06-05T07:03:58.360Z,19.4099998,-155.2788391,1.43,1.82,ml,15,127,0.009095,0.11,hv,hv70234077,2018-06-05T07:09:39.230Z,"4km WSW of Volcano, Hawaii",earthquake,0.32,0.37,0.2,8,automatic,hv,hv
2018-06-05T07:01:38.090Z,40.079,-111.3006667,10.49,1.42,md,18,113,0.2005,0.15,uu,uu60284747,2018-06-05T17:14:20.180Z,"24km ESE of Mapleton, Utah",earthquake,0.41,0.98,0.198,15,reviewed,uu,uu
2018-06-05T07:01:12.610Z,19.4101658,-155.2868347,0.91,2.42,ml,22,65,0.007892,0.23,hv,hv70234067,2018-06-05T07:06:52.670Z,"5km WSW of Volcano, Hawaii",earthquake,0.48,0.25,0.41,14,automatic,hv,hv
2018-06-05T07:00:22.960Z,19.3971672,-155.2924957,0.62,2.47,ml,11,248,0.01789,0.18,hv,hv70234062,2018-06-05T07:06:04.330Z,"6km WSW of Volcano, Hawaii",earthquake,1.09,0.51,0.19,6,automatic,hv,hv
2018-06-05T06:57:50.320Z,19.4139996,-155.2814941,0.76,2.63,ml,33,37,0.004394,0.24,hv,hv70234057,2018-06-05T07:03:29.870Z,"4km WSW of Volcano, Hawaii",earthquake,0.36,0.17,0.38,12,automatic,hv,hv
2018-06-05T06:57:31.020Z,19.4276676,-155.2791595,-0.44,2.46,ml,17,87,0.003253,0.3,hv,hv70234052,2018-06-05T07:03:11.630Z,"4km W of Volcano, Hawaii",earthquake,0.34,0.18,0.45,17,automatic,hv,hv
2018-06-05T06:57:19.830Z,19.3894997,-155.2693329,0.58,2.65,ml,11,94,0.007116,0.12,hv,hv70234047,2018-06-05T07:03:01.030Z,"5km SW of Volcano, Hawaii",earthquake,0.36,0.24,0.65,15,automatic,hv,hv
2018-06-05T06:53:52.130Z,19.4309998,-155.263504,1.1,1.7,ml,10,184,0.005547,0.18,hv,hv70234032,2018-06-05T06:59:34.040Z,"2km W of Volcano, Hawaii",earthquake,0.79,0.6,0.42,3,automatic,hv,hv
2018-06-05T06:53:15.700Z,19.4041672,-155.255661,0.8,1.75,md,8,120,0.008826,0.05,hv,hv70234027,2018-06-05T06:56:17.690Z,"3km SSW of Volcano, Hawaii",earthquake,0.4,0.55,,5,automatic,hv,hv
2018-06-05T06:51:42.620Z,37.6096667,-118.8351667,3.19,0.69,md,19,64,0.02019,0.03,nc,nc73025716,2018-06-05T16:48:01.113Z,"13km ESE of Mammoth Lakes, CA",earthquake,0.23,0.35,0.15,16,reviewed,nc,nc
2018-06-05T06:49:02.170Z,32.7211667,-116.8453333,18.2,1.11,ml,6,192,0.07837,0.4,ci,ci37957055,2018-06-05T06:52:50.208Z,"3km E of Jamul, CA",earthquake,3.22,3.04,0.098,4,automatic,ci,ci
2018-06-05T06:46:12.708Z,64.8953,-151.5285,9.8,1.1,ml,,,,0.82,ak,ak19710395,2018-06-05T06:53:27.530Z,"40km SE of Tanana, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-06-05T06:35:47.480Z,19.3893337,-155.2774963,0.73,2.13,ml,13,92,0.004861,0.16,hv,hv70233972,2018-06-05T06:41:28.530Z,"6km SW of Volcano, Hawaii",earthquake,0.32,0.4,0.35,6,automatic,hv,hv
2018-06-05T06:32:52.540Z,19.4191666,-155.2794952,1.22,1.92,ml,11,85,0.004594,0.17,hv,hv70233967,2018-06-05T06:38:31.340Z,"4km WSW of Volcano, Hawaii",earthquake,0.46,0.4,0.17,7,automatic,hv,hv
2018-06-05T06:31:56.040Z,19.3851662,-155.2838287,2.54,1.7,ml,8,201,0.002414,0.2,hv,hv70233962,2018-06-05T06:37:36.120Z,"6km SW of Volcano, Hawaii",earthquake,0.86,0.97,0.39,3,automatic,hv,hv
2018-06-05T06:30:11.550Z,19.4228325,-155.2675018,0.77,2.08,ml,17,88,0.004227,0.15,hv,hv70233957,2018-06-05T06:35:58.500Z,"3km WSW of Volcano, Hawaii",earthquake,0.44,0.19,0.24,9,automatic,hv,hv
2018-06-05T06:21:55.290Z,19.421833,-155.2590027,0.35,1.95,ml,11,196,0.002186,0.1,hv,hv70233932,2018-06-05T06:27:35.370Z,"2km WSW of Volcano, Hawaii",earthquake,0.35,0.19,0.24,5,automatic,hv,hv
2018-06-05T06:21:22.117Z,53.6013,-163.7585,25.6,2.9,ml,,,,0.78,ak,ak19710392,2018-06-05T08:47:47.755Z,"140km S of False Pass, Alaska",earthquake,,8.2,,,reviewed,ak,ak
2018-06-05T06:20:48.655Z,60.5334,-145.2442,28,1,ml,,,,0.2,ak,ak19710387,2018-06-05T06:23:10.210Z,"28km E of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-05T06:17:42.640Z,18.5331,-66.604,86,1.92,md,5,229,0.4589,0.05,pr,pr2018156001,2018-06-05T07:23:59.807Z,"9km NNW of Garrochales, Puerto Rico",earthquake,0.92,0.68,0.02,3,reviewed,pr,pr
2018-06-05T06:17:22.380Z,33.9995,-116.8335,16.74,0.93,ml,27,58,0.04148,0.15,ci,ci37957047,2018-06-05T12:41:37.347Z,"9km NNE of Banning, CA",earthquake,0.3,0.66,0.144,23,reviewed,ci,ci
2018-06-05T06:16:35.730Z,19.3889999,-155.2736664,1.28,2.04,ml,17,64,0.006335,0.35,hv,hv70233912,2018-06-05T06:22:18.580Z,"5km SW of Volcano, Hawaii",earthquake,0.51,0.44,0.36,7,automatic,hv,hv
2018-06-05T06:15:40.300Z,40.4413338,-123.6305008,-0.55,2.07,md,10,138,0.1459,0.05,nc,nc73025696,2018-06-05T08:57:02.064Z,"39km NNE of Redway, CA",earthquake,0.39,1.78,0.22,5,automatic,nc,nc
2018-06-05T06:13:30.720Z,33.5188333,-116.7995,4.16,0.46,ml,22,48,0.06968,0.17,ci,ci37957039,2018-06-05T12:42:31.440Z,"10km NE of Aguanga, CA",earthquake,0.27,0.7,0.122,16,reviewed,ci,ci
2018-06-05T06:12:49.640Z,19.3946667,-155.2581635,0.41,2.25,ml,11,105,0.008235,0.29,hv,hv70233902,2018-06-05T06:18:37.460Z,"4km SSW of Volcano, Hawaii",earthquake,0.66,0.28,0.37,10,automatic,hv,hv
2018-06-05T06:12:48.340Z,19.3981667,-155.2738342,1.32,2.49,ml,31,47,0.00279,0.22,hv,hv70233897,2018-06-05T06:18:28.800Z,"5km SW of Volcano, Hawaii",earthquake,0.32,0.24,0.32,13,automatic,hv,hv
2018-06-05T06:12:02.530Z,19.3924999,-155.272171,0.75,1.89,ml,8,130,0.008137,0.11,hv,hv70233892,2018-06-05T06:17:40.670Z,"5km SW of Volcano, Hawaii",earthquake,0.33,0.6,0.4,4,automatic,hv,hv
2018-06-05T06:11:54.100Z,33.5156667,-116.7958333,4.25,0.7,ml,35,35,0.06964,0.2,ci,ci37957031,2018-06-05T12:42:35.610Z,"10km NE of Aguanga, CA",earthquake,0.22,0.55,0.166,26,reviewed,ci,ci
2018-06-05T06:11:38.250Z,19.3864994,-155.2771606,0.75,1.89,ml,12,70,0.004299,0.2,hv,hv70233887,2018-06-05T06:17:19.060Z,"6km SW of Volcano, Hawaii",earthquake,0.31,0.4,0.24,4,automatic,hv,hv
2018-06-05T06:10:51.770Z,19.3911667,-155.2656708,0.11,1.96,md,12,96,0.007047,0.22,hv,hv70233882,2018-06-05T06:14:00.560Z,"5km SSW of Volcano, Hawaii",earthquake,0.35,0.49,0.22,5,automatic,hv,hv
2018-06-05T06:09:27.840Z,33.525,-116.7905,3.92,0.26,ml,18,67,0.05998,0.23,ci,ci37957015,2018-06-05T06:13:12.596Z,"11km WSW of Anza, CA",earthquake,0.51,1.46,0.093,7,automatic,ci,ci
2018-06-05T06:07:47.620Z,19.4015007,-155.267334,0.58,2.44,ml,20,66,0.003467,0.13,hv,hv70233877,2018-06-05T06:13:26.520Z,"4km SW of Volcano, Hawaii",earthquake,0.19,0.23,0.47,12,automatic,hv,hv
2018-06-05T06:06:39.640Z,38.8188324,-122.7645035,1.92,0.87,md,10,88,0.01237,0.02,nc,nc73025691,2018-06-05T06:30:02.221Z,"4km W of Cobb, CA",earthquake,0.35,0.76,0.07,3,automatic,nc,nc
2018-06-05T06:05:45.010Z,19.3936672,-155.2675018,0.73,2.25,ml,11,175,0.004758,0.16,hv,hv70233872,2018-06-05T06:11:27.110Z,"5km SW of Volcano, Hawaii",earthquake,0.49,0.2,0.43,8,automatic,hv,hv
2018-06-05T06:04:15.490Z,19.3959999,-155.2758331,1.31,2.37,ml,22,65,0.002161,0.2,hv,hv70233862,2018-06-05T06:09:56.310Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.26,0.19,7,automatic,hv,hv
2018-06-05T06:00:10.570Z,19.4276676,-155.2898407,1.68,1.89,ml,13,228,0.006776,0.16,hv,hv70233847,2018-06-05T06:05:50.220Z,"5km W of Volcano, Hawaii",earthquake,0.6,0.41,0.21,6,automatic,hv,hv
2018-06-05T05:59:54.160Z,38.8223333,-122.7953333,2.83,0.67,md,27,48,0.01156,0.05,nc,nc73025686,2018-06-05T16:55:02.145Z,"6km NW of The Geysers, CA",earthquake,0.21,0.3,0.03,3,reviewed,nc,nc
2018-06-05T05:55:02.030Z,19.4068336,-155.255661,1.94,2.08,ml,17,125,0.006569,0.16,hv,hv70233837,2018-06-05T06:00:44.430Z,"3km SW of Volcano, Hawaii",earthquake,0.44,0.38,0.37,9,automatic,hv,hv
2018-06-05T05:53:47.500Z,38.824501,-122.7946701,2.46,1.37,md,26,33,0.01208,0.03,nc,nc73025681,2018-06-05T08:14:01.834Z,"6km W of Cobb, CA",earthquake,0.22,0.43,0.09,6,automatic,nc,nc
2018-06-05T05:52:36.820Z,19.3936672,-155.2700043,0.21,2.16,ml,19,74,0.003829,0.3,hv,hv70233827,2018-06-05T05:58:14.400Z,"5km SW of Volcano, Hawaii",earthquake,0.3,0.27,0.31,8,automatic,hv,hv
2018-06-05T05:44:32.320Z,19.3986664,-155.2753296,1.41,2.4,ml,18,105,0.003647,0.39,hv,hv70233807,2018-06-05T05:50:13.420Z,"5km SW of Volcano, Hawaii",earthquake,0.8,0.35,0.54,4,automatic,hv,hv
2018-06-05T05:44:26.057Z,63.1552,-149.4395,72.2,1.3,ml,,,,0.82,ak,ak19710385,2018-06-05T05:49:51.910Z,"36km SW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-06-05T05:43:29.200Z,19.4044991,-155.2576599,0.09,1.95,ml,15,115,0.007833,0.1,hv,hv70233802,2018-06-05T05:49:09.450Z,"3km SW of Volcano, Hawaii",earthquake,0.19,0.21,0.47,6,automatic,hv,hv
2018-06-05T05:38:02.090Z,19.4061661,-155.260498,0.72,2.57,ml,23,102,0.005919,0.18,hv,hv70233787,2018-06-05T05:43:48.340Z,"3km SW of Volcano, Hawaii",earthquake,0.27,0.24,0.49,16,automatic,hv,hv
2018-06-05T05:37:58.210Z,19.4146671,-155.2706604,0.96,2.46,ml,15,57,0.0105,0.16,hv,hv70233782,2018-06-05T05:43:41.190Z,"3km WSW of Volcano, Hawaii",earthquake,0.25,0.31,0.43,17,automatic,hv,hv
2018-06-05T05:36:58.410Z,60.5855,-147.545,15,1.6,ml,,,,0.87,ak,ak19710383,2018-06-05T05:43:59.979Z,"65km ESE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-06-05T05:34:00.490Z,19.4169998,-155.2700043,1.22,1.83,ml,14,74,0.01026,0.1,hv,hv70233772,2018-06-05T05:39:39.160Z,"3km WSW of Volcano, Hawaii",earthquake,0.22,0.22,0.22,4,automatic,hv,hv
2018-06-05T05:31:09.950Z,19.3999996,-155.2779999,0.55,2.78,ml,21,70,0.006176,0.19,hv,hv70233767,2018-06-05T05:36:51.080Z,"5km SW of Volcano, Hawaii",earthquake,0.21,0.25,0.41,16,automatic,hv,hv
2018-06-05T05:29:46.840Z,19.4239998,-155.2371674,4.04,2.39,ml,16,227,0.02246,0.23,hv,hv70233762,2018-06-05T05:35:34.730Z,"0km S of Volcano, Hawaii",earthquake,2.43,1.14,0.25,12,automatic,hv,hv
2018-06-05T05:29:45.060Z,19.4073334,-155.2920074,0.24,2.43,ml,29,53,0.0127,0.25,hv,hv70233757,2018-06-05T05:35:27.200Z,"6km WSW of Volcano, Hawaii",earthquake,0.23,0.28,0.31,19,automatic,hv,hv
2018-06-05T05:27:25.490Z,19.3946667,-155.2636719,-0.1,2.41,ml,7,103,0.004197,0.11,hv,hv70233747,2018-06-05T05:33:06.090Z,"4km SW of Volcano, Hawaii",earthquake,0.25,0.43,0.34,9,automatic,hv,hv
2018-06-05T05:26:16.080Z,19.4115009,-155.2825012,0.34,2.55,ml,29,38,0.006311,0.29,hv,hv70233742,2018-06-05T05:31:56.160Z,"5km WSW of Volcano, Hawaii",earthquake,0.22,0.2,0.33,19,automatic,hv,hv
2018-06-05T05:25:24.950Z,19.413166,-155.2788391,1.17,2.14,ml,22,72,0.006681,0.18,hv,hv70233737,2018-06-05T05:31:06.100Z,"4km WSW of Volcano, Hawaii",earthquake,0.35,0.22,0.31,11,automatic,hv,hv
2018-06-05T05:24:27.620Z,19.3963337,-155.2714996,0.45,2.28,ml,17,58,0.00224,0.09,hv,hv70233732,2018-06-05T05:30:07.810Z,"5km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.39,9,automatic,hv,hv
2018-06-05T05:23:27.660Z,19.4053326,-155.2591705,1.45,2.21,ml,11,155,0.006752,0.12,hv,hv70233727,2018-06-05T05:29:07.580Z,"3km SW of Volcano, Hawaii",earthquake,0.35,0.42,0.37,9,automatic,hv,hv
2018-06-05T05:20:30.760Z,19.4004993,-155.2706604,1.17,1.98,ml,14,104,0.004912,0.09,hv,hv70233722,2018-06-05T05:26:11.560Z,"4km SW of Volcano, Hawaii",earthquake,0.26,0.22,0.16,9,automatic,hv,hv
2018-06-05T05:20:09.071Z,56.599,-148.6463,67.1,2.9,ml,,,,0.17,ak,ak19710380,2018-06-05T05:29:05.929Z,"263km ESE of Kodiak, Alaska",earthquake,,22.6,,,automatic,ak,ak
2018-06-05T05:20:06.390Z,18.3711,-67.2805,16,2.51,md,14,264,0.1948,0.28,pr,pr2018156000,2018-06-05T07:23:51.918Z,"4km NW of Rincon, Puerto Rico",earthquake,1.3,0.78,0.38,14,reviewed,pr,pr
2018-06-05T05:19:36.160Z,19.3999996,-155.2801666,1.18,2.22,ml,18,97,0.007691,0.13,hv,hv70233717,2018-06-05T05:25:18.510Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.22,0.19,10,automatic,hv,hv
2018-06-05T05:18:47.950Z,33.924,-116.3136667,9.24,0.54,ml,8,121,0.08079,0.16,ci,ci37956999,2018-06-05T12:42:42.588Z,"14km NNE of Thousand Palms, CA",earthquake,0.56,1.28,0.113,6,reviewed,ci,ci
2018-06-05T05:16:17.069Z,62.0021,-150.2479,38.5,1.8,ml,,,,0.76,ak,ak19710376,2018-06-05T05:24:24.517Z,"27km SW of Y, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-06-05T05:14:27.640Z,19.3963337,-155.3001709,-0.64,2.29,ml,13,253,0.01996,0.17,hv,hv70233697,2018-06-05T05:20:10.900Z,"7km WSW of Volcano, Hawaii",earthquake,0.29,0.43,0.36,8,automatic,hv,hv
2018-06-05T05:13:52.040Z,19.4060001,-155.2633362,-0.03,1.96,ml,11,118,0.006879,0.11,hv,hv70233692,2018-06-05T05:19:31.640Z,"3km SW of Volcano, Hawaii",earthquake,0.23,0.69,0.42,11,automatic,hv,hv
2018-06-05T05:10:26.920Z,19.3624992,-155.2936707,0.16,2.3,ml,14,118,0.02761,0.26,hv,hv70233672,2018-06-05T05:16:07.950Z,"9km SW of Volcano, Hawaii",earthquake,0.84,1.64,0.22,9,automatic,hv,hv
2018-06-05T05:10:23.330Z,19.3046665,-155.1706696,6.37,2.59,ml,38,131,0.0435,0.3,hv,hv70233677,2018-06-05T05:16:15.330Z,"15km SSE of Volcano, Hawaii",earthquake,0.59,0.94,0.27,9,automatic,hv,hv
